,Gender,Age,Married,NumberofDependents,City,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalRevenue,CustomerStatus,ChurnCategory
111,Female,59,No,0,Clarksburg,38.384648,-121.578701,0,9,No Offer,Yes,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,717.28,Stayed,
112,Female,78,Yes,0,Irvine,33.716136,-117.752574,1,6,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,647.16,Churned,Other
113,Female,47,Yes,1,Scotts Valley,37.070177,-122.010077,7,69,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,8574.08,Stayed,
114,Female,68,No,0,Salida,37.713152,-121.08739,0,66,No Offer,Yes,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,7161.55,Stayed,
115,Female,30,No,0,Mckinleyville,40.965011,-124.015255,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8842.3,Churned,Dissatisfaction
116,Male,62,No,0,Atherton,37.454924,-122.203168,0,25,Offer C,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,25.3,815.6,Churned,Price
117,Female,52,Yes,2,Huntington Beach,33.721917,-118.043237,1,46,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.25,1983.38,Stayed,
118,Female,63,Yes,0,Calimesa,33.982787,-117.057627,7,54,Offer B,Yes,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6665.1,Stayed,
119,Female,54,No,0,Daly City,37.691561,-122.445202,0,15,No Offer,Yes,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1918.6,Churned,Competitor
120,Female,48,Yes,1,Middletown,38.787446,-122.58675,0,12,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.4,297.1,Stayed,
121,Female,51,No,0,Berkeley,37.858898,-122.240512,0,22,No Offer,No,No PhoneService,Yes,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,Stayed,
122,Female,22,Yes,0,Lost Hills,35.637715,-119.893068,9,70,No Offer,No,No PhoneService,Yes,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4038.29,Stayed,
123,Male,52,No,0,Garden Grove,33.766476,-117.969795,0,30,Offer C,Yes,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,3310.5,Stayed,
124,Male,22,Yes,1,Indio,33.752938,-116.230055,1,71,Offer A,Yes,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,9108.9,Stayed,
125,Male,33,Yes,0,Oxnard,34.156629,-119.117218,2,30,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.8,870.95,Stayed,
126,Male,26,Yes,0,San Diego,32.85723,-117.209774,5,4,Offer E,Yes,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,486.98,Churned,Competitor
127,Male,58,No,0,Escondido,33.141265,-116.967221,0,2,Offer E,Yes,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,195.58,Churned,Competitor
128,Male,22,No,1,Moreno Valley,33.923149,-117.244933,0,10,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,19.95,298.1,Stayed,
129,Male,66,No,0,Chino,33.990646,-117.663025,0,4,Offer E,Yes,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,419.0,Stayed,
130,Male,69,No,0,Sacramento,38.53508,-121.444144,0,52,Offer B,No,No PhoneService,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,Stayed,
131,Male,25,No,0,San Diego,32.825086,-117.199424,0,5,No Offer,Yes,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,333.2,Churned,Competitor
132,Male,30,Yes,3,Turlock,37.474396,-120.875917,1,8,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.15,188.46,Stayed,
133,Female,73,No,0,Calexico,32.690654,-115.431225,0,2,Offer E,Yes,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,137.12,Stayed,
134,Male,46,No,0,Groveland,37.902968,-119.667544,0,3,Offer E,Yes,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,276.21,Stayed,
135,Male,40,No,0,Los Gatos,37.160194,-121.945611,0,19,Offer D,Yes,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1369.75,Stayed,
136,Male,53,No,0,Clovis,36.917652,-119.593757,0,72,Offer A,Yes,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,5171.77,Stayed,
137,Male,76,Yes,0,Hyampom,40.648024,-123.465088,2,63,Offer B,No,No PhoneService,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,Stayed,
138,Male,38,Yes,0,Woodland Hills,34.153733,-118.593408,1,66,No Offer,No,No PhoneService,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,Stayed,
139,Male,23,No,0,Temecula,33.507255,-117.029473,0,1,No Offer,Yes,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,120.46,Churned,Competitor
140,Female,24,No,0,Livingston,37.361987,-120.748394,0,60,No Offer,Yes,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,5682.4,Stayed,
141,Female,43,Yes,3,Tulare,36.185471,-119.375243,3,48,No Offer,No,No PhoneService,Yes,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,Stayed,
142,Female,45,No,0,Buellton,34.631362,-120.238218,0,1,Offer E,Yes,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,118.89,Churned,Other
143,Male,49,No,0,Palmdale,34.557711,-118.029441,0,15,No Offer,Yes,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,2178.6,Churned,Competitor
144,Female,62,Yes,0,Midway City,33.744439,-117.98588,4,50,Offer B,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,7134.3,Stayed,
145,Male,25,Yes,1,Folsom,38.672638,-121.147403,10,72,Offer A,Yes,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,8769.3,Stayed,
146,Female,37,No,0,Oakland,37.787186,-122.14633,0,46,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,5938.02,Stayed,
147,Female,35,Yes,1,San Anselmo,37.99272,-122.575026,4,72,No Offer,Yes,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,8893.0,Stayed,
148,Male,37,Yes,3,Duarte,34.145695,-117.95982,2,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.7,53.98,Stayed,
149,Female,19,No,0,Lake Elsinore,33.655421,-117.391751,0,1,No Offer,Yes,Yes,Yes,Cable,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,79.23,Stayed,
150,Female,69,No,0,San Clemente,33.429488,-117.609432,0,67,Offer A,Yes,No,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6313.04,Stayed,
151,Female,44,Yes,1,Los Angeles,34.076259,-118.310715,5,48,No Offer,Yes,Yes,Yes,DSL,27.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,4299.42,Stayed,
152,Female,19,No,0,Downey,33.940884,-118.128628,0,72,No Offer,Yes,No,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,10641.72,Stayed,
153,Male,64,Yes,0,Bodega Bay,38.377165,-123.037957,6,52,Offer B,Yes,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,6504.13,Stayed,
154,Female,44,Yes,3,Challenge,39.461768,-121.195825,1,67,Offer A,Yes,No,Yes,Cable,28.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,6574.05,Stayed,
155,Female,58,Yes,0,Ludlow,34.702766,-116.093376,1,28,Offer C,Yes,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2698.9,Churned,Competitor
156,Female,29,Yes,1,Santa Clara,37.348129,-121.98469,9,32,Offer C,Yes,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,3110.51,Stayed,
157,Female,80,Yes,0,Perris,33.828289,-117.201666,2,27,No Offer,Yes,No,Yes,Cable,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,2118.89,Churned,Attitude
158,Male,22,No,0,Fortuna,40.584991,-124.121504,0,3,No Offer,Yes,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,362.89,Stayed,
159,Male,22,No,0,San Diego,32.85723,-117.209774,0,2,Offer E,Yes,Yes,Yes,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,262.36,Churned,Competitor
160,Female,50,No,2,San Dimas,34.102119,-117.815532,0,9,No Offer,Yes,No,Yes,Cable,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,970.81,Churned,Competitor
161,Male,53,Yes,2,Rescue,38.724322,-120.991237,10,50,Offer B,Yes,Yes,Yes,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,5711.15,Stayed,
162,Female,45,Yes,2,Clio,39.745805,-120.580882,1,71,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.1,3592.73,Stayed,
163,Male,76,Yes,0,San Diego,32.85723,-117.209774,2,32,Offer C,Yes,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,3818.23,Churned,Attitude
164,Female,57,Yes,3,Lotus,38.815515,-120.916997,10,16,Offer D,Yes,No,Yes,Fiber Optic,76.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1959.02,Stayed,
165,Female,45,Yes,3,San Marcos,33.119028,-117.166036,8,67,Offer A,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,7909.83,Stayed,
166,Male,43,Yes,1,Lompoc,34.601055,-120.382917,1,72,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,9206.23,Stayed,
167,Female,41,No,0,Pilot Hill,38.803731,-121.043799,0,3,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.75,132.74,Churned,Attitude
168,Male,22,Yes,3,San Francisco,37.802071,-122.411004,1,23,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,24.35,1642.96,Stayed,
169,Male,62,Yes,2,Mission Hills,34.266389,-118.459744,1,72,No Offer,Yes,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,7119.75,Stayed,
171,Male,49,Yes,3,Harbor City,33.798266,-118.300237,10,8,Offer E,Yes,No,Yes,DSL,57.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,487.58,Stayed,
172,Male,30,No,0,Inglewood,33.956445,-118.358634,0,5,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,21.05,285.15,Churned,Attitude
173,Male,38,No,1,Los Angeles,34.039224,-118.266293,0,49,No Offer,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,7208.47,Churned,Competitor
174,Male,56,Yes,0,Pescadero,37.22565,-122.297533,2,63,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,19.95,3651.48,Stayed,
175,Female,70,Yes,1,Aromas,36.878364,-121.629781,1,12,Offer D,No,No PhoneService,Yes,DSL,14.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,Stayed,
176,Female,57,No,0,Parlier,36.622237,-119.521126,0,35,No Offer,Yes,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,3550.95,Stayed,
177,Female,40,Yes,2,Death Valley,36.27688,-117.033326,7,54,Offer B,Yes,Yes,Yes,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4757.87,Stayed,
178,Male,56,No,0,La Puente,34.031441,-117.936436,0,1,No Offer,Yes,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,101.04,Churned,Competitor
179,Male,38,No,0,Riverdale,36.452211,-119.94575,0,5,Offer E,Yes,No,Yes,DSL,5.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,387.9,Stayed,
180,Male,61,No,0,San Francisco,37.791222,-122.402241,0,19,No Offer,Yes,No,Yes,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,2085.86,Stayed,
181,Male,35,Yes,2,Berry Creek,39.657228,-121.37778,1,52,No Offer,No,No PhoneService,Yes,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2526.99,Stayed,
182,Female,61,Yes,3,Fulton,38.493888,-122.777141,8,72,No Offer,No,No PhoneService,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,Stayed,
183,Male,50,No,0,Capitola,36.977025,-121.952864,0,32,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,20.05,1081.84,Stayed,
184,Female,47,Yes,0,San Diego,32.787836,-117.232376,1,8,No Offer,Yes,No,Yes,Fiber Optic,6.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,977.94,Churned,Competitor
185,Male,35,No,0,Claremont,34.127621,-117.717863,0,41,Offer B,Yes,Yes,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,4211.35,Stayed,
186,Male,32,No,0,Glendale,34.182378,-118.262922,0,5,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.25,191.1,Stayed,
187,Female,54,No,1,Gardena,33.876482,-118.284077,0,11,No Offer,No,No PhoneService,Yes,DSL,17.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,502.6,Stayed,
188,Male,61,No,0,Fallbrook,33.362575,-117.299644,0,5,No Offer,Yes,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,608.85,Churned,Competitor
189,Female,62,No,0,San Francisco,37.721052,-122.413573,0,16,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.05,990.81,Stayed,
190,Male,80,No,0,San Diego,32.886925,-117.152162,0,71,No Offer,Yes,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7815.95,Stayed,
191,Female,23,No,0,Santa Ana,33.748635,-117.906125,0,11,No Offer,No,No PhoneService,Yes,DSL,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,Stayed,
192,Female,63,Yes,0,Snelling,37.521708,-120.426843,1,61,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,9019.18,Churned,Dissatisfaction
193,Female,50,Yes,0,Darwin,36.319181,-117.593053,2,71,No Offer,Yes,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,7683.36,Stayed,
194,Male,56,No,0,San Bernardino,34.183286,-117.221722,0,9,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.85,545.46,Stayed,
195,Female,63,No,0,Garberville,40.057784,-123.679461,0,6,No Offer,Yes,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,549.56,Stayed,
196,Female,58,No,0,Long Beach,33.830099,-118.182239,0,26,No Offer,Yes,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,3314.69,Churned,Dissatisfaction
197,Female,29,No,0,Upland,34.141146,-117.655583,0,6,Offer E,Yes,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,364.78,Stayed,
198,Male,54,No,0,El Dorado Hills,38.684437,-121.055634,0,11,No Offer,Yes,No,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,1225.02,Stayed,
199,Male,25,Yes,0,Santa Rosa,38.488431,-122.752839,1,1,No Offer,Yes,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,124.22,Churned,Competitor
200,Female,31,Yes,0,Malibu,34.074572,-118.831181,10,49,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,20.15,1111.53,Stayed,
201,Female,25,Yes,2,Santa Rosa,38.460517,-122.790335,9,3,Offer E,Yes,No,Yes,DSL,51.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,203.01,Stayed,
202,Female,46,No,0,Riverdale,36.452211,-119.94575,0,53,Offer B,Yes,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,7733.46,Stayed,
203,Male,28,Yes,0,Oxnard,34.18454,-119.224666,1,23,No Offer,Yes,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,3204.15,Churned,Other
204,Male,63,No,0,Palmdale,34.598221,-117.79593,0,2,No Offer,Yes,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,140.48,Churned,Competitor
205,Male,37,No,0,Covina,34.084747,-117.886844,0,1,No Offer,Yes,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,59.9,Churned,Attitude
206,Male,44,No,1,San Lucas,36.125529,-120.864443,0,3,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,26.4,222.86,Stayed,
207,Female,74,Yes,0,Palmdale,34.598221,-117.79593,1,68,No Offer,Yes,Yes,Yes,Cable,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,8302.09,Churned,Competitor
208,Male,44,No,0,Hoopa,41.163637,-123.704841,0,8,No Offer,Yes,No,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,976.22,Churned,Competitor
209,Female,21,Yes,0,Long Beach,33.752524,-118.210737,9,70,Offer A,Yes,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,8228.7,Stayed,
210,Male,62,Yes,3,Samoa,40.809636,-124.189977,9,39,Offer C,Yes,Yes,Yes,Fiber Optic,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,4509.86,Stayed,
211,Female,43,No,0,Burnt Ranch,40.854512,-123.450097,0,1,No Offer,Yes,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,87.47,Churned,Competitor
212,Female,40,No,0,Garden Grove,33.766476,-117.969795,0,3,No Offer,Yes,No,Yes,Fiber Optic,7.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,405.84,Churned,Price
213,Male,48,Yes,0,Milford,40.181279,-120.392967,8,60,Offer B,Yes,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,7310.8,Stayed,
214,Female,55,Yes,0,Anderson,40.448632,-122.306657,1,5,Offer E,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,415.55,Churned,Attitude
215,Male,77,No,0,San Diego,32.85723,-117.209774,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,261.36,Churned,Competitor
216,Female,41,Yes,0,San Diego,32.808814,-117.134694,0,55,No Offer,Yes,Yes,Yes,Cable,13.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,5513.47,Stayed,
217,Male,43,No,0,Santa Margarita,35.303926,-120.256567,0,72,No Offer,No,No PhoneService,Yes,DSL,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,Stayed,
218,Male,69,Yes,0,Orange,33.792791,-117.789749,7,72,Offer A,Yes,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5880.19,Stayed,
219,Female,63,No,0,Los Angeles,34.050198,-118.210946,0,41,No Offer,Yes,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,5001.08,Churned,Price
220,Male,38,No,0,San Jose,37.284265,-121.827673,0,60,Offer B,No,No PhoneService,Yes,DSL,25.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2386.04,Stayed,
221,Female,43,No,0,San Diego,32.787836,-117.232376,0,6,No Offer,Yes,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,593.2,Churned,Other
222,Female,29,Yes,0,Ione,38.33788,-120.954202,6,46,No Offer,Yes,Yes,Yes,Fiber Optic,48.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4946.3,Stayed,
223,Female,46,No,0,San Mateo,37.556094,-122.272437,0,15,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.9,361.55,Stayed,
